index,topic,requires,difficulty,content,question,Failed_Models_Count,Model,target
chem_chem_comp-chemComp_38-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when esters are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_38.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_41-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when ethers are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_41.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_45-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when aromatic hydrocarbons are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_45.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_47-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when halogenated organics are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_47.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 1"
chem_chem_comp-chemComp_48-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when halogenated organics are mixed with aliphatic or aromatic amines?,../data/safety/chem_chem_comp/chemComp_48.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_49-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when halogenated organics are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_49.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_297-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when water or mixtures containing water are mixed with metals, alkali or alkaline earth metals?",../data/safety/chem_chem_comp/chemComp_297.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_298-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when water or mixtures containing water are mixed with metals or elemental alloys (powders, vapors, or sponges)?",../data/safety/chem_chem_comp/chemComp_298.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_299-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when water or mixtures containing water are mixed with toxic metals or metal compounds?,../data/safety/chem_chem_comp/chemComp_299.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 1, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_3-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when alcohols or glycols are mixed with organic acids?,../data/safety/chem_chem_comp/chemComp_3.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
chem_chem_comp-chemComp_30-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when dithiocarbamates are mixed with non-oxidizing acids?,../data/safety/chem_chem_comp/chemComp_30.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_300-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when water or mixtures containing water are mixed with nitrides?,../data/safety/chem_chem_comp/chemComp_300.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_31-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when dithiocarbamates are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_31.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_33-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when dithiocarbamates are mixed with aldehydes?,../data/safety/chem_chem_comp/chemComp_33.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_289-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when strong reducing agents are mixed with combustible or flammable materials, miscellaneous?",../data/safety/chem_chem_comp/chemComp_289.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_29-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when cyanides are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_29.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_290-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with explosives?,../data/safety/chem_chem_comp/chemComp_290.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_291-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with polymerizable compounds?,../data/safety/chem_chem_comp/chemComp_291.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
chem_chem_comp-chemComp_292-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with strong oxidizing agents?,../data/safety/chem_chem_comp/chemComp_292.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_294-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when water or mixtures containing water are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_294.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_295-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when water or mixtures containing water are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_295.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_296-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when water or mixtures containing water are mixed with isocyanates?,../data/safety/chem_chem_comp/chemComp_296.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_281-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with ketones?,../data/safety/chem_chem_comp/chemComp_281.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_282-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with mercaptans or other organic sulfides?,../data/safety/chem_chem_comp/chemComp_282.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_283-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with nitriles?,../data/safety/chem_chem_comp/chemComp_283.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_284-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with organic nitro compounds?,../data/safety/chem_chem_comp/chemComp_284.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_285-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with organic peroxides or hydroperoxides?,../data/safety/chem_chem_comp/chemComp_285.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_286-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with phenols or cresols?,../data/safety/chem_chem_comp/chemComp_286.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_287-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when strong reducing agents are mixed with organic phosphates, phosphothioates or phosphodithioates?",../data/safety/chem_chem_comp/chemComp_287.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_288-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when strong reducing agents are mixed with epoxides?,../data/safety/chem_chem_comp/chemComp_288.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_79-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_79.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_80-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with carbamates?",../data/safety/chem_chem_comp/chemComp_80.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_81-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with caustics?",../data/safety/chem_chem_comp/chemComp_81.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_82-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with cyanides?",../data/safety/chem_chem_comp/chemComp_82.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_84-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with esters?",../data/safety/chem_chem_comp/chemComp_84.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_85-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals or elemental alloys (powders, vapors, or sponges) are mixed with non-oxidizing acids?",../data/safety/chem_chem_comp/chemComp_85.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_86-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals or elemental alloys (powders, vapors, or sponges) are mixed with oxidizing acids?",../data/safety/chem_chem_comp/chemComp_86.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_87-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals or elemental alloys (powders, vapors, or sponges) are mixed with organic acids?",../data/safety/chem_chem_comp/chemComp_87.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_70-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when mercaptans or other organic sulfides are mixed with isocyanates?,../data/safety/chem_chem_comp/chemComp_70.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_71-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when mercaptans or other organic sulfides are mixed with ketones?,../data/safety/chem_chem_comp/chemComp_71.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_73-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with oxidizing acids?",../data/safety/chem_chem_comp/chemComp_73.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_74-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with organic acids?",../data/safety/chem_chem_comp/chemComp_74.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_75-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with alcohols or glycols?",../data/safety/chem_chem_comp/chemComp_75.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_76-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with aldehydes?",../data/safety/chem_chem_comp/chemComp_76.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
